review_id,business_id,user_id,stars,date,text,useful,funny,cool
GPlTFWSWjvi2hhwkq4NC2w,OcrcitVhcUKR11Rr4GCrCw,3FQu1N5o6ebrWvJ3VBdnnA,2.0,2015-01-22 13:43:18,I came in to try to exchange some slippers that I got for Christmas that were the wrong size. The selection of slippers was almost non existent! I really needed new slippers so I really did not look at anything else.   When I went to return them since they had been bought with a charge card I had to either take a store credit or put it on my card. I would have rather had cash but oh well.  The employees that I dealt with were nice and the store was clean. This store has always felt like a thrift store to me.,2,0,2
j0uKGwhDujhzWxOW0SlXBA,OcrcitVhcUKR11Rr4GCrCw,Eu2ZF4E8kibrGs8YSUTJXg,4.0,2018-09-15 20:18:40,"This Ross is located in a good location. Service is friendly, but lines are long at times. Not a huge selection of WOMANS clothing. I shop here only if I have an hour to browse. Usually I only leave with one item. Today I walked in and stood in return line. I had my daughter hold my spot. I was browsing the items they keep up front and was asked twice if I had a return. I said yes and they told me I needed to stand in the return line. I told them my daughter was holding my spot and I was browsing. They should consider moving this stuff back from the lines so people could look.",0,0,0
_POzqonD8YiYwhBiGaoVWA,hPf3hARxhNNqajMo7aoKrg,--dVKamoZnV2vYwKtWMVVA,3.0,2014-09-29 23:30:40,"This place is alright, but given the closeout nature of the business, merchandise is never the same. Sometimes you'll find something great, and other times it will be complete junk. You have to shop carefully as not everything is a bargain. Decent prices all around though.   I would rate Ross higher, but the store always seems way understocked, and the cashier (cashiers if you are lucky) move as slow as molasses and never seem overly friendly (Ross doesn't pay too well from what I understand). It doesn't matter when you come, you will always be waiting in line at least 10 minutes. I always laugh that they have 6 or so registers but the most I have ever seen open is two.",0,0,0
cBZNEAVfryclfq_cYXVWFA,OcrcitVhcUKR11Rr4GCrCw,QDejMpZPkEpVo9mwHrcTHw,3.0,2012-12-05 22:08:55,Nothing special and not a large selection.  The creepy security guy at the door is a little scary but maybe he provides deterrence value.,0,1,0
Q5nabCnHITcdk4ojKST4Kg,OcrcitVhcUKR11Rr4GCrCw,vL4NVHcolckP-ETkAypPxw,2.0,2008-12-23 22:39:34,"I always shop at Ross Stores. The price is right and you can always find what you're looking for. However, one day I went in to purchase a new purse. At the cash wrap, I asked the cashier to remove the stuffing in the purse. She said, ""Oh no, you can do that. That's not my job."" What an asshole. Just that one comment is enough to make me never go back.",0,1,0
NiIdRFBaIW3PdOqUOrFGmw,OcrcitVhcUKR11Rr4GCrCw,NHchVEq-wZW6h4d41f34dw,4.0,2018-02-27 21:38:01,"My husband and I go here quite often. Too often that even the security guards know us now. The selection is pretty good. If you just moved out and need kitchen tools, this is a great place to go for a fraction of the price you get in other stores.  The lines can get pretty long, so give yourself some time if you're going here.  Other than that, this place is pretty much self explanatory. Quality items for less",1,0,1
UOV20W8b4Lmclj_PODUGRg,OcrcitVhcUKR11Rr4GCrCw,clSFwZpXYyN2v2KTGgearA,2.0,2018-09-08 01:06:24,"This Ross is in a convenient location close to many other stores and restaurants in Reno. Today I went in and noticed that maybe they recently re-stocked since there was a good variety in items. I bought three items and the associate that rang me up was having a side conversation with another associate. The focus she had on speaking with the other person unfortunately allowed her to open up the transaction with a greeting as well as asking if I had found everything I needed. I honestly am not one for small talk, so I didn't mind too much, however it's just one of those things you already expect as a courtesy. It wasn't until I got home and realized she failed to put one of the items I paid for in the bag. I called right away and another associate answered and took care of me over the phone. She also checked to see if I could go to another location closer to my home to get the item but they said no because it's a security measure. As nice as she was over the phone and let me know my item would be ready for me to pick up within 30 days there really was no accountability for the store or her co-workers' mistake.",0,0,0
BScyC23NhONk1qe2N137yg,OcrcitVhcUKR11Rr4GCrCw,V2__oIIoNuhoPQZcbeoO9Q,4.0,2016-08-09 01:33:43,"Ross is amazing. This is the best Ross in Reno. It's clean. The sales associates are nice. This is the only place I can find clothing I like. They have other things besides women's clothing.  They hand clothes for all ages, Shoes, toys, kitchen gadgets, and more.... They have a return policy here to if that is something your in need of. I know some store do not have return policies.   They have dressing room to try clothing on!!! Alway a bonus. They are located right off the freeway which is convenient!  Their park lot space however are small. But I don't think they have much control over that.",2,0,2
d792_qa8zzig5-59GwBXEg,OcrcitVhcUKR11Rr4GCrCw,1K5Z0pv-Q2_ZRrlNmVBJPw,1.0,2017-01-11 03:57:00,"There is very little merchandise to select from.  The wait for the sole cashier was very long.  I was jostled and pushed around on the line by a huge, inattentive mother with several unruly and spoiled kids...then when I asked the older female cashier why such a long wait, I was told no $ for payroll hence no workers.  wth,  give me break from this place.  Maybe there will be more stock and more than one cashier next time.  Wait it out to avoid,a headache..",0,0,0
5aOF4xgt_uvk_4iNAuFqrA,X0k5QSscuvmkJ4KSg_FRvw,JRnJvyx_FpvWMWWKic8arg,4.0,2016-04-21 12:11:03,I tend to find myself shopping at Ross weekly & always find (something ). Prices are great!  Store can be a little messy at times due to customers but their customer service & staff makes up for it! Surprisingly this location has long hours & is always busy. So if your in the area I do definitely recommend them. Why 4 stars & not 5? Well because they only have 1 restroom available towards the back of the store by the fitting room. 1 bathroom really? ! There's definitely room for improvement in the hardware of the shelf display- bathroom condition  (need baby station). Again it's Ross! Great deals - good & speedy - accurate checkout.,0,0,0
iC4HpBh34eSvcRQEdDhRQA,OcrcitVhcUKR11Rr4GCrCw,eSlOI3GhroEtcbaD_nFXJQ,3.0,2014-03-09 20:51:23,"It's a typical Ross store, though a little smaller and not as much selection as other stores that I've been in.  The prices are about the same as other stores too.",2,1,1
ufUkOuqRdH0zV-IIrh6O0w,X0k5QSscuvmkJ4KSg_FRvw,BKoMwaHeuC9EayXVezWMug,1.0,2017-05-21 12:33:38,"Somehow, one of the items I was returning loss it's tag, and I must return it. A cashier that was very rude checked my receipt, and said it was not sold at the store. This was odd, as I bought this item with other clothing, which were validated. I was not expecting this much horrible service. Heck, I might not even go to this place again!",0,0,0
f4p2rFQIVznC3wHW52f4ow,hPf3hARxhNNqajMo7aoKrg,vYKi1_XGzii4qXODun7_ew,4.0,2017-03-25 11:12:32,Beautiful selection of purses and shoes! Shoes in all sections were great and prices were indeed low. I think I found something I loved in every section in the store. Employees didn't seem to care too much on anything but getting out the store.. but that didn't help or harm my visit too much.,0,0,0
rGUqMoNWPLOOHEOgbIerqA,stiI0Uob68223WrbjyIySw,dvR8BvIZHRcxwPLN150Q-A,1.0,2017-11-26 00:04:34,Horrible customer service... there's always 1 cashier and the manager talking on the phone! They need to get it together! There's nice things here but 10 customers in line and 1 person taking returns and purchases is very annoying.... Dondenna is the worst there besides being super slow!,0,0,0
p1E-ANNBP6j7VSrHXHEuRw,OcrcitVhcUKR11Rr4GCrCw,A_Zqd-Ktry5Lo7tU3eobcA,4.0,2012-10-24 19:30:52,"I enjoy shopping at Ross because the prices are very good, but sometimes the selection is not the best. This time all thhe racks were full and they had a nice selection. Also you must come in often t see what they have, as it changes each week.  This Ross was very clean and the staff was friendly. I was greeted  by the cashier, who was helping someone, when i walked in. Also she said thanks for coming in when I left, even though I did not buy anything. Again she was with someone at her register.  The only thing that bothered my a bit, but I understand why, was when I was looking at wallets. The ""Loss Prevention"" guy was watching me very close. I know it could be easy to steel a wallet, but he could have been more discreet about whatching me.",0,0,0
aPOzJDZwwf_S47fPU2amDw,hPf3hARxhNNqajMo7aoKrg,6YdWFMxTJL-_JqpXoxDJBw,1.0,2018-09-19 16:49:32,Terrible dressing room scenario.  Too long a line and a wait.  Never coming back to this store!,0,0,0
8Gynp0qr2IiINjNz23gNXw,stiI0Uob68223WrbjyIySw,R_4_54lqgTEkap-mFXPr9w,1.0,2018-01-06 23:00:45,"I cashier in the entire store, nobody doing returns at 5:59 on a Friday evening. Unbelievable!! Talk about great service",1,0,0
W97MQiswB_3Yecnl02Wqew,X0k5QSscuvmkJ4KSg_FRvw,sjseWUSddAXs5gjSb0Omjw,1.0,2013-01-08 06:39:39,"This is an awful awful store. Normally, I would write out a long thoughtful review and attempt to highlight both the good and the bad. There is absolutely no point in doing that for this store. The store is dirty, customer service is horrible, and the items, what little they have, are nothing that you can not find at a better store.  Stay away from this store. There are far better shops you can spend your money at",1,0,0
fNqLm2wVOBc3L2z8UO7THQ,hPf3hARxhNNqajMo7aoKrg,RMrWegRjr3gn_g7fOLxHRA,4.0,2012-07-12 19:33:04,"Check this out -   Ross secretly has some cool stuff. Yes, I know it's depressing, and it looks like a gutted warehouse someone through racks of clothes in, and the shoes are also unorganized and some of their clothes looks like a granny, not an almost 24 yr old, would wear it.   All of that aside, I scored some SWEET dresses here for $13 each this past weekend. Don't brush them off. Check here first before dropping bigger bucks at those other stores.",2,1,0
7KC2-jjYrH96pHp62w3LAA,OcrcitVhcUKR11Rr4GCrCw,UPrY6IEGG1qRZhqRLDkb9Q,4.0,2014-06-27 03:00:58,"I feel like Ross is a hit or miss store. Some Ross' I've been to have the chaos of a thrift store and others have the appeal of a department store. I think my reason, for shopping at Ross, is the same as everyone else's: the prices! You can get affordable, cute clothing, shoes and accessories for the home, at half the price of many places. I came here, most recently, in search of a dress. The store was clean and very well organized. Most sizes were all in their right locations. I found a ton of dresses, I loved, in just a matter of minutes and of course, I wanted to try them on! They have a ton of changing rooms, for both the men and women, which makes shopping all that much easier. They have a pretty large variety of stuff, in all their departments, but it is the luck of the find, as it is at many stores. Their children's section was wonderful! I found a bunch of Carter's stuff, at a third of the price it would be at a couple of the other stores I shop at, for kid's clothing. They had a clearance section with things marked down to just a couple dollars. Their home section is cute. I love their wall art. If you're looking to spice up a bland wall, for cheap, this is a great place to go! They had two cashiers working and even though there was a bit of a line, they busted everyone out in no time! The cashier, who rang me up, was polite and quick. The loss prevention guard, standing at the front door, seemed like he worked more as a greeter but he was kind and sociable as we were on our way in and out of the store. It turns out the dress, I purchased, had a tear in it and upon asking if I could return it, they were polite and helpful, as they answered my questions! I think this Ross store is very well-ran! I'll be back, that's for sure!",5,1,2
gTupq7e3Zu2PWcKrfbYkWw,X0k5QSscuvmkJ4KSg_FRvw,XHRUh1t8fAFx8Ik_3Kx1WQ,4.0,2017-06-05 02:10:15,"My cousin was in town for an event and needed a formal dress at the last minute.  I didn't expect to find anything in Ross, but they had what she needed, in the right color, for $30. I found a neat little painting for under $10.   In general Ross isn't the most organized store, but you can find great designer items at a really good price.  Come prepared for a scavenger hunt, but if you have the patience, it might be worthwhile.",0,0,1
WDx39niU60CXaUSOP58bNA,X0k5QSscuvmkJ4KSg_FRvw,Wo955mCuo1r0VzKroRu1gg,1.0,2017-08-26 16:16:11,"Ridiculously loud music, extremely packed (do NOT go on a Sat), and filthy changing rooms. When I say filthy, I am not exaggerating. In addition to regular dust and dirt, I found specks of blood!!!",0,0,0
59NqWP8n2jeL8BZ1UEQK2g,OcrcitVhcUKR11Rr4GCrCw,vBZywpF-vTrS3oayjpjkAA,3.0,2013-04-09 18:28:17,"Unlike the branch on McCarran (see my other review) this RDFL actually has stuff to sell. It's your typical branch, with clothing, housewares, and other stuff, all at budget prices. I enjoy coming to RDFL for kitchen gadgets.   One thing that always amuses me: The conspicuous presence of ""Loss Prevention"" in the front of the store. They must have a serious theft problem...",2,3,2
dbtVAF-82UBtX76IAtrYgA,stiI0Uob68223WrbjyIySw,TjXHdW8E-9Jk74mSwZOvjw,2.0,2013-06-18 13:28:05,Been in here lots of times and the customer service is seriously lacking most of the time... In fact they can be downright rude...,1,0,0
S8l45jMqQb9tbxnGJct9bg,OcrcitVhcUKR11Rr4GCrCw,hwzrnwUiqJUHSN_Gmpp4pA,1.0,2014-01-26 23:07:23,I've seen much nicer Ross' than this dump. Nothing is where it should be bad the cashiers are freaking rude!,1,0,0
jv-p1lhh1pCTb0VGocWmkQ,hPf3hARxhNNqajMo7aoKrg,OAAaiNIvXpy97B172PeoCg,4.0,2015-07-23 16:24:45,"Dress for less? Heck yes!  I really like Ross, and this location is no exception. The prices are fantastic! About a week ago I visited this store and found four (four!) dresses that I loved, each for $5 or $6. Seriously? That's just amazing. While Marshall's is very hit or miss, I always find something I like at Ross. And it's cheaper, too.  I came to this shopping center with a goal: to recreate an outfit I saw on Pinterest for (hopefully) cheaper than it would have been with the huge brands. I started at Kohl's (mistake) and was disappointed because nothing seemed even vaguely similar to what I was searching for and it was all so very expensive! I then walked down to Ross, and boy, was I pleased. I found two out of the three pieces I was looking for, for a grand total of twenty dollars. The time before that, I found a swimsuit for $2, and it was the cutest thing!  There is a great variety of brands here. I've seen Hollister, American Eagle, and many others all for a reduced price.  Listen, I love going to the mall and shopping there every now and then, but if you want to get more for your money, Ross is your best friend.",0,1,1
qVoMQUw54f8RhqyWl4UQow,OcrcitVhcUKR11Rr4GCrCw,9AhXlstYAKHhNp5mM0zOIA,4.0,2018-08-22 07:14:18,"I hate shopping, but somehow I always end up watching my wife shop for stuff that is gonna break or doesn't fit.. thanks Ross!!!",0,1,1
3u6vtTIlynJqQidLhwJMKA,X0k5QSscuvmkJ4KSg_FRvw,yl5xQh6sLOC7WXs5nB-Kjw,1.0,2018-08-09 19:01:46,"Store was filthy dirty. Dust on all the purses and sunglasses. Nothing organized i.e. shoes scattered and not sorted by size, clothing not on correct size rack, dozens of panties on the ground under their rack, a large portion of the clothing hanging half off the hanger. Does anyone work here to put things away, sort or organize?  The dressing room was dirty and floors were gross. Plus the dressing attendant was just plain rude and unpleasant. I greeted her with a smile and a hello and she gave me a scowl, didn't utter any kind of response and wouldn't make eye contact. The gentleman at the cashier was very friendly and professional. I will not visit this location again.",1,0,0
0ka2IQR8084VGqdq_CVsqw,OcrcitVhcUKR11Rr4GCrCw,Pj7oG3izwwQrTQi07PBkyw,4.0,2013-10-17 21:43:23,This is the BEST Ross in Reno/Sparks.  Very clean and the associates are very helpful and nice.,0,0,0
Jwoj1MKpaIZ0MdON5bZ4TQ,X0k5QSscuvmkJ4KSg_FRvw,KVkhGgFTvnDx6A3S5xg39Q,1.0,2018-06-19 03:55:24,Went there hoping to find a specific pair of shoes. The time was 11:40 and we read on google that it closed at 12. We walked in were told it was closing momentarily and I replied we'd be out before close. Went straight to the shoes and at 15 till close we're told on the intercom that we needed to put our stuff back or on layaway so we could pick it up the next day since registers were now closed. Really frustrating especially since half the lights were off. Is this typical?,0,0,0
ArRTHSrUklPS3gBN_m0aXQ,hPf3hARxhNNqajMo7aoKrg,cDQG_OGCpu4ATDz6rQSryw,1.0,2018-06-03 00:39:11,"I was in the area and wanted to see what they had for bath bombs, salts. I was highly disappointed to see a shelf and a half in disarray of random mismatched products. It looked more like a clearance rack, and most of the items they had were damaged.   The store was very crowded in the center isles and the perimeter was scare. I went to the pet section because I needed some things for the new puppy, luckily they kept up with this section and had a slightly better options than the bath.   I would not waste my time coming into this store, theres other options down the street from here.",4,3,2
Y4_pwdrgHAamrIgQdVDPSw,hPf3hARxhNNqajMo7aoKrg,VgT2uCPEeG3CVmjGIl2z8w,1.0,2014-08-30 20:01:02,"This Ross is awful. It looks like it hasn't been restocked in months. Also the shoe department was very disappointing only containing little products that any kid would wear. I would give this store no stars if I was allowed. If I were to advise anyone, I would suggest going to a different Ross or stay away from this chain of clothing stores. Such a disappointment!!",0,0,0
DHiiZhXihJ7koehIh4H7HA,stiI0Uob68223WrbjyIySw,YDm7wP0tOKi8qmKSoo7DLQ,4.0,2019-07-27 02:57:32,"This Ross store is really good.  The staff is very friendly...always a ""hello"" when you come through the door.  I have always found them helpful too.  I have gotten some really good clothing, and at such a good price.  Also, I just noticed today that they have gotten some good quality furniture and artwork in.    Thank you Ross!",0,0,0
Sp4Mljz8HJ-Mq9heh5z_Wg,X0k5QSscuvmkJ4KSg_FRvw,xt5nBg5ci4RHUg00HjjERQ,4.0,2018-07-27 20:56:08,My husband and I were able to find quite a lot of good deals here! My only complaint would be it seemed to be a little dirty. The employees acted like they wanted to chat with one another rather than provide good customer service. The lady that checked us out said one thing to us and that was saying she could help who was next and handed us our receipt and said the same thing to someone else rather than have a good day or such.,1,0,1
j2bwNKHUBhlmE1eGi4ze4g,stiI0Uob68223WrbjyIySw,UDZFtZiC2aDVVrwBvPONOA,5.0,2014-10-03 09:52:25,"I'm fortunate enough to live near this location and it feels like ""Home.""  Often I need to shop late in the evening and being open til 10 is a life saver,  As I can not stand to be in a dressing room, I never try on clothes. I have never had an issue with returning a bad choice it outfit or just s poor choice.  I love the staff,.although sometimes there isn't enough I'm willing to.wait to get what I want at a reasonable price.",2,0,0
RXVQSHKmRq9YE_AD_VT4Lg,OcrcitVhcUKR11Rr4GCrCw,h4OXKUCAFnmMk40w5nj0FQ,4.0,2017-11-14 21:55:05,"Every time I walk into Ross I check out the purse rack to see if they have the Calvin Klein purse I got in Hawaii for Artemis.. still holding strong.. have yet to see a duplicate :))) one of a kind xoxoxo just like my major steal today, Marc Jacobs outerwear!! Yayy! I love shopping!!!",0,0,0
Y6ma_MiFn5Q_P-QpNdw_Ag,X0k5QSscuvmkJ4KSg_FRvw,pEEHP0KturQQKBEP9BFYyA,1.0,2018-05-18 17:25:49,"Store has more security than cashiers. 30 plus ppl in line and only 2 cashiers working. What an earth you need security here?   I have to edit my review after finally paid at the cashier. She was so bored and her attitude was ridiculous. Absolute disgrace!! As I was in line I had the chance to watch how the employees were doing there job.  If I would be the owner, none of them would have been so lucky to stay here one more minute working or pretend to be working.  Ross! I would check twice who I hire.  Won't be back at this location for sure.  0 Star!",2,2,0
GlzkOdyKEy2eh1L6iIlgtA,X0k5QSscuvmkJ4KSg_FRvw,lUO6ba9f952pc-wlIpnpVA,4.0,2016-03-05 19:18:54,"The ONLY reason I don't shop here more often is that I always find too much to buy. Sure, the store is in complete chaos, but you can't beat the prices for new clothing. Their selection is huge! Almost overwhelmingly so. I definitely appreciate finding Petite sizes here. Plus the departments & sections are well-labeled, as are the individual hangers, so browsing is easy. Surprisingly, with all the mayhem of customers here, I don't usually notice too many articles misplaced.  The fitting room is gigantic! Tiny stalls, but LOTS of them. However, there's usually only one attendant, counting items, so typically there's a bit of a wait. Also, the checkout area can be tedious. But, the line moves quickly.   Don't forget Ross carries items for your home at great prices, too. Other locations may be larger & less cluttered, but this one packs a lot into the space, and it's not far from my house.",0,1,0
Cx7wgFmRJygDCrkO20j5RA,OcrcitVhcUKR11Rr4GCrCw,ONvF49xC2e4U7VMP2Y71-A,1.0,2015-07-01 07:09:05,"Good grief Ross just totally sucks. Their selection is awful. What has happened to this chain in the past 5-yrs?!? It just gets worse every year. The clothing is just terrible. It's seriously all the reject clothes from a Goodwill or close to it. I'm done shopping at Ross. This Ross is no different - always bad selection, a complete dirty mess and I get sick of the high level (ha ha) security always making customers feel like they've stolen something before you even get thru the front door. Major thumbs down. Would not be shocked to see Ross hit BK in the next 2-3 years. Oh and their return line is a joke - always a big major deal to return something. God forbid the tag not match the actual description in their computer! Cuz if it don't they make you feel like you switched something out to return instead. Ain't a customers fault if a attached tag doesent match your computers description. Don't assume the worst with customers and give the benefit of the doubt.",6,3,3
K7IRJNAVb1q6D7oUkbrB6A,hPf3hARxhNNqajMo7aoKrg,rdtX3db9q8iL2Eg7Y8gqhQ,4.0,2009-11-28 01:44:11,"I love it, I got it at Ross. Really. I hit Ross up today to look for some less than really expensive dresses and walked away spending over a Benjamin on two new dresses, two shirts, a straightening iron, satin sheets and a satin comforter and a martini shaker.  The place was very clean and organized. The woman working in the fitting room was a delight, very helpful and very sweetly complimented my selections. The fella at the checkout counter was a doll, too.",1,1,0
xMTUynUZidDcErOyF6zAUg,stiI0Uob68223WrbjyIySw,E9nuVRKVfhxWT_0kHdi-oA,2.0,2015-06-11 21:07:29,"Ross is a last resort when it comes to shopping for pretty much anything. This particular location is maybe my least favorite, due to the fact that there's always only one register open and it's usually a senior citizen with no urgency or personality. Today was no exception-one register open, old lady running it and a line forming, apparently in the wrong place because when another employee came up to relieve the line-looking disgruntled because she stopped what she was doing to do so-yells out, ""THE LINE STARTS HERE, NOT THERE!"" Needless to say, I shan't be returning.",3,1,0
pwd_ghbDakn8TxErcy2Q9w,OcrcitVhcUKR11Rr4GCrCw,zv7tpu7xeaNyAeFG03d2CA,3.0,2019-12-08 04:38:15,"Always disorganized lol- I can't help but feel the chaos, as I saw Ross employees constantly following customers to try and catch shop lifters- what's the point of having  Loss Prevention staff at the door- if everyone is going to be followed around like a criminals?",2,0,1
gBpsV7c17ZzaRqBfXe2f6A,X0k5QSscuvmkJ4KSg_FRvw,CANFi9q7blrGJNYMCMeGEQ,1.0,2018-05-13 21:57:34,"If we didn't have to rate it with stars I wouldn't. This Ross location does not deserve a rating. It has been the nastiest Ross store  for years. It seems like this is the location that all the other Ross stores send their unwanted clothes to.  It is nasty inside, (nasty as in a hurricane hit it) unorganized, overpacked with too much, things flow in to the floor, no one literally no one speaks English. The music is loud the customers are louder. You can tell that the employees are not happy working there. But like I said this is been going on for years apparently Ross doesn't care to fix the issue.  they just need an true overhaul",4,1,0
CD7SyN_1KzZQcc88u92-qw,OcrcitVhcUKR11Rr4GCrCw,28uetRoHMsVTNrqxCnsmCA,3.0,2016-11-28 05:41:18,"Big store, lots of clothing.  Not alot of dresses (especially holiday) to choose from.  They did have lots of clearance sales.  Had some cute dog clothes which were on the pricey side.",0,0,0
TknGSs4ViPqJm2U41LedwA,OcrcitVhcUKR11Rr4GCrCw,zv7tpu7xeaNyAeFG03d2CA,2.0,2019-11-19 05:12:48,"This store constantly looks disarrayed, and don't even think about using their public bathrooms. There is a noticeable urine smell when entering in the hallway leading to the bathrooms. Which should be a huge indicator not to use their bathrooms by any means- There is about a foot of black tar dirt stains that are on the floors from all four corners of the bathroom walls. There are some good finds, if you can overlook the dirtiness of this facility. If only they cleaned with proper cleaning products, the offensive urine smell would disappear.",1,0,0
